task_id,arrival_time,execution_time,deadline,priority,resource_1,resource_2,resource_3
14308,12,28,113,2,4,3,6
14534,12,47,152,1,7,4,5
14553,12,33,191,2,4,4,2
14735,12,27,57,3,7,9,3
14797,12,10,96,5,8,3,6
14926,12,43,188,2,2,5,2
15105,12,39,99,5,4,8,8
15215,12,42,211,3,4,2,8
15243,12,19,58,5,8,10,2
15310,12,32,152,1,3,10,10
15439,12,42,139,3,2,3,6
15545,12,6,142,2,2,3,3
15710,12,44,207,2,2,6,1
15801,12,15,187,2,2,6,6
16241,12,37,196,4,8,3,2
16253,12,44,78,2,2,8,5
16459,12,23,154,3,6,9,10
16536,12,33,158,5,8,1,6
16741,12,26,183,4,7,7,5
16926,12,49,182,3,4,8,2
17033,12,40,87,3,9,3,7
17134,12,47,116,5,1,9,4
17147,12,22,98,5,7,3,7
17207,12,42,198,5,9,9,4
17308,12,35,77,5,7,4,1
17324,12,49,151,4,9,5,1
17342,12,34,142,2,7,4,3
17394,12,8,115,3,6,10,6
17503,12,28,196,2,8,7,10
17632,12,13,141,2,4,1,3
17641,12,49,98,4,8,4,5
17729,12,44,195,3,9,10,3
17797,12,28,119,4,5,8,2
17805,12,14,204,2,1,6,5
17925,12,28,112,3,3,10,7
17983,12,22,159,3,10,7,4
18071,12,28,112,5,5,5,3
18104,12,30,107,2,8,6,8
18121,12,41,173,5,4,5,6
18138,12,15,164,5,6,8,2
18253,12,31,124,5,10,7,6
18285,12,5,162,3,5,8,7
18339,12,11,81,2,8,7,1
18346,12,23,195,3,1,5,6
18529,12,17,187,1,7,10,10
18531,12,12,36,1,8,10,8
18555,12,48,176,3,7,5,7
18607,12,19,51,4,6,2,2
18626,12,41,118,4,5,4,4
18661,12,34,206,1,5,7,4
18762,12,15,65,5,2,5,5
18778,12,47,209,5,9,10,8
18858,12,22,113,4,10,2,3
19060,12,10,207,2,8,10,4
19069,12,10,97,5,3,4,4
19080,12,13,149,2,1,2,6
19128,12,35,139,3,4,9,7
19201,12,38,160,3,9,10,7
19350,12,25,160,4,2,5,6
19416,12,46,74,2,6,6,8
19496,12,49,138,3,9,5,7
19744,12,42,183,1,8,7,3
10005,13,15,81,3,6,4,4
10081,13,43,204,5,5,3,1
10095,13,48,172,1,7,2,5
10105,13,32,112,2,8,5,2
10172,13,8,135,4,10,3,7
10225,13,11,191,4,10,3,9
10373,13,15,196,2,7,10,10
10756,13,22,169,4,3,7,3
10959,13,35,90,1,5,9,1
11020,13,47,116,4,1,5,1
11073,13,35,60,1,2,7,7
11127,13,41,104,2,10,3,2
11180,13,48,195,1,4,4,6
11272,13,40,144,2,2,6,10
11300,13,27,129,4,3,6,6
11340,13,44,171,1,3,9,8
11523,13,7,42,4,9,5,9
11589,13,24,135,2,10,5,3
11658,13,36,190,2,5,8,5
11965,13,33,148,3,3,8,10
12130,13,34,203,3,3,1,10
12263,13,32,67,5,9,3,2
12392,13,32,118,1,10,6,2
12719,13,49,213,5,2,2,10
12782,13,49,109,1,8,1,3
12806,13,19,110,2,2,5,10
12932,13,6,85,4,10,7,9
13011,13,13,120,4,9,2,3
13167,13,32,130,5,7,4,4
13325,13,15,76,2,1,8,6
13460,13,6,71,2,4,9,7
13536,13,9,116,5,3,1,1
13743,13,36,193,4,10,8,5
13958,13,32,208,4,2,8,6
14023,13,31,204,3,6,9,5
14064,13,40,67,2,1,9,5
14077,13,16,94,1,8,7,4
14094,13,46,173,5,6,7,10
14159,13,50,161,3,5,3,4
14574,13,34,133,3,4,9,4
14603,13,44,189,5,1,1,10
14908,13,22,93,2,1,8,10
15112,13,20,92,3,5,10,1
15174,13,35,60,5,5,5,3
15207,13,18,138,2,2,6,5
15223,13,26,159,1,1,1,4
15367,13,45,134,3,1,8,3
15556,13,27,158,4,2,1,2
15614,13,33,164,3,5,10,9
15616,13,40,112,5,1,6,9
15682,13,17,114,3,9,6,4
15959,13,24,132,4,4,5,1
16017,13,23,73,4,2,2,8
16144,13,12,67,5,8,3,10
16156,13,12,194,4,5,5,4
16222,13,13,36,3,3,9,1
16235,13,29,159,3,4,2,9
16246,13,35,105,2,10,2,7
16408,13,36,119,1,5,1,8
16593,13,19,75,2,3,10,8
16612,13,46,78,1,3,6,6
16663,13,31,109,1,10,1,9
16679,13,8,46,5,4,4,6
16687,13,21,151,4,4,10,10
16846,13,26,156,4,1,9,1
16887,13,5,81,4,7,3,3
16951,13,11,101,1,4,7,6
16978,13,24,206,5,5,9,6
16997,13,14,155,1,2,6,3
17013,13,18,131,3,6,9,6
17054,13,18,63,1,10,3,7
17136,13,42,85,1,9,3,1
17213,13,15,209,1,6,7,8
17234,13,32,80,3,1,5,9
17278,13,19,93,1,10,8,6
17455,13,44,112,5,7,10,8
17576,13,23,204,4,7,4,9
17640,13,38,148,1,6,8,2
17926,13,44,102,3,9,6,5
18108,13,28,166,5,2,5,3
18223,13,23,152,1,2,8,2
18389,13,40,88,2,1,5,7
18475,13,10,123,1,4,6,8
18487,13,5,43,4,2,3,9
18684,13,22,70,4,7,8,4
18730,13,20,189,2,5,6,9
18737,13,8,199,2,5,3,3
18931,13,45,93,1,5,1,5
18963,13,10,168,3,9,8,4
19031,13,8,113,2,8,4,5
19122,13,5,42,3,1,10,4
19127,13,47,116,1,10,9,1
19129,13,16,136,4,5,2,5
19633,13,23,212,5,4,3,4
19695,13,33,187,3,5,7,10
19814,13,17,203,2,3,3,10
19842,13,15,161,3,1,10,10
19906,13,14,212,1,10,10,8
19955,13,25,175,3,6,9,5
19961,13,11,192,5,10,1,9
10170,14,12,55,3,1,7,6
10270,14,6,44,4,9,9,5
10435,14,38,103,4,2,3,5
10592,14,8,34,3,6,8,5
10868,14,28,176,4,6,6,2
11026,14,10,116,3,8,8,1
11155,14,46,116,5,6,3,10
11162,14,14,76,5,3,9,5
11185,14,49,89,2,2,9,2
11268,14,19,76,3,8,8,5
11304,14,23,86,3,10,9,6
11354,14,8,206,2,1,5,4
11401,14,26,209,3,5,7,6
11439,14,24,118,1,8,1,6
11571,14,38,176,3,8,6,2
11791,14,17,148,2,4,10,3
11975,14,9,203,3,8,3,7
12052,14,21,172,4,5,10,3
12156,14,29,101,1,4,1,4
12210,14,21,124,3,9,3,4
12405,14,16,185,3,4,3,10
12431,14,13,75,3,6,3,10
12449,14,38,203,1,6,10,10
12493,14,50,177,3,7,8,4
12778,14,45,82,2,10,10,3
12823,14,34,100,2,2,8,1
12826,14,47,83,3,8,10,3
12949,14,34,105,5,10,7,3
13046,14,50,175,2,2,9,1
13158,14,27,128,5,6,4,6
13164,14,45,100,3,3,1,6
13252,14,24,115,1,6,8,2
13336,14,12,53,2,10,6,3
13485,14,40,79,3,6,6,7
13502,14,41,134,5,1,1,2
13661,14,11,142,2,8,9,5
14084,14,34,84,4,9,10,6
14097,14,5,99,4,9,1,10
14305,14,35,64,1,4,9,7
14482,14,44,154,5,8,1,8
14557,14,46,200,4,6,5,5
14571,14,14,93,4,2,6,5
14664,14,26,189,4,8,1,6
14705,14,24,157,4,2,3,5
14803,14,47,72,3,5,5,2
14945,14,17,170,1,8,10,9
15069,14,23,94,5,9,3,3
15202,14,16,157,5,6,8,3
15337,14,45,104,5,1,8,8
15425,14,31,61,5,9,8,5
15485,14,33,102,4,9,2,1
15779,14,6,203,2,2,10,3
15974,14,36,173,3,5,2,7
16011,14,9,111,1,6,6,4
16040,14,33,105,3,4,10,2
16231,14,46,183,3,10,3,7
16268,14,9,159,3,7,9,7
16392,14,42,155,4,8,6,2
16526,14,9,196,3,8,10,8
16645,14,41,195,4,7,8,6
16681,14,48,76,5,2,2,7
16696,14,27,183,5,10,1,6
16710,14,47,79,3,10,4,5
16777,14,45,173,3,4,5,7
16907,14,20,131,5,6,7,7
16923,14,36,169,4,2,6,5
17069,14,35,89,2,10,7,3
17151,14,7,164,5,2,6,10
17358,14,37,69,1,7,5,7
17441,14,30,210,1,10,8,8
17450,14,45,84,2,9,5,3
17589,14,40,172,2,4,3,6
17607,14,41,77,4,3,8,7
17680,14,10,103,5,5,6,3
17787,14,49,132,5,1,9,9
17849,14,30,144,1,4,3,3
17942,14,42,161,1,5,5,2
18250,14,11,58,5,6,9,3
18355,14,30,142,2,8,2,10
18485,14,26,77,3,4,5,9
18552,14,10,118,5,9,5,7
18644,14,12,203,4,10,10,1
18833,14,9,87,3,7,7,1
18837,14,30,163,4,2,2,5
19187,14,27,213,5,4,5,3
19218,14,8,69,5,10,9,9
19385,14,27,162,1,7,10,5
19489,14,41,181,2,7,9,4
19607,14,18,76,3,3,5,9
19720,14,24,140,3,9,9,7
10202,15,35,177,3,2,4,9
10258,15,10,214,4,9,2,1
10385,15,46,123,2,6,2,9
10401,15,16,163,4,1,8,8
10437,15,47,119,2,1,2,3
10465,15,22,131,4,6,10,4
10584,15,19,208,3,4,5,9
10737,15,25,69,4,10,4,2
10774,15,13,210,1,9,4,6
11216,15,6,198,2,7,7,3
11288,15,6,161,1,7,7,2
11518,15,36,85,4,8,10,2
11542,15,32,136,2,10,4,9
11547,15,21,66,5,8,3,5
11605,15,43,119,1,7,2,4
11621,15,21,59,5,4,6,7
11725,15,22,142,1,9,9,8
11770,15,17,108,3,1,6,8
11854,15,26,154,1,7,7,5
11974,15,9,34,3,7,10,2
12100,15,25,180,2,8,7,6
12106,15,36,99,5,2,6,5
12209,15,34,208,3,9,3,10
12407,15,27,178,1,7,10,7
12459,15,49,162,1,7,6,5
12657,15,26,110,1,9,3,2
12661,15,7,205,3,1,9,2
12678,15,29,59,1,9,6,1
12694,15,40,208,5,7,10,2
12712,15,41,212,2,4,6,4
12765,15,44,99,2,4,3,2
12916,15,16,75,1,3,5,4
13067,15,7,36,4,1,4,9
13099,15,45,164,4,6,2,6
13142,15,22,53,5,4,3,4
13241,15,48,136,2,7,3,9
13268,15,19,194,2,3,8,8
13298,15,32,157,5,3,1,9
13318,15,49,205,3,1,6,2
13470,15,49,183,3,4,3,7
13499,15,23,95,1,7,3,8
13575,15,11,56,5,2,1,8
13651,15,18,203,2,10,4,9
13791,15,26,156,1,8,8,8
13853,15,46,119,3,4,7,8
13934,15,44,189,5,5,7,8
14106,15,24,181,1,9,5,2
14168,15,14,65,5,4,8,2
14195,15,18,48,2,9,2,6
14346,15,32,85,5,9,1,7
14495,15,11,82,3,10,9,1
14510,15,22,190,4,8,3,10
14515,15,46,166,2,4,1,5
14517,15,9,163,2,7,4,3
14523,15,5,166,4,8,7,2
14758,15,49,83,5,6,4,1
14799,15,5,197,1,4,1,1
14952,15,42,105,4,3,9,9
15148,15,16,59,3,3,3,10
15238,15,40,132,4,3,9,5
15267,15,41,88,4,7,7,4
15334,15,8,194,4,3,1,5
15445,15,20,194,3,5,8,5
15453,15,28,185,2,4,10,9
15547,15,23,119,4,3,6,7
15663,15,33,135,5,5,4,5
15771,15,40,178,3,3,2,3
16060,15,7,112,2,4,2,2
16272,15,11,86,2,8,1,2
16318,15,29,181,5,9,2,9
16356,15,27,138,3,8,2,8
16407,15,45,169,5,6,4,2
16550,15,27,55,2,9,8,4
16659,15,6,149,5,4,9,8
16759,15,29,112,4,8,8,4
16900,15,17,129,5,1,8,7
17522,15,40,90,5,2,5,2
17614,15,37,188,4,2,5,6
17625,15,20,120,5,4,10,7
17954,15,34,198,4,2,3,4
17976,15,5,106,2,5,6,8
18043,15,30,213,5,10,8,8
18059,15,28,53,4,6,6,2
18093,15,39,107,1,1,5,1
18147,15,32,179,4,2,4,3
18193,15,28,175,2,1,6,6
18365,15,12,208,1,1,8,4
18434,15,12,163,1,3,9,7
18439,15,20,169,2,6,3,1
18496,15,23,49,5,6,9,5
18526,15,29,192,2,9,6,3
18594,15,36,148,1,9,3,4
19111,15,34,207,1,10,7,8
19193,15,36,90,2,7,8,8
19270,15,16,94,3,9,5,4
19625,15,29,181,1,6,1,1
19685,15,9,185,1,10,7,4
19895,15,16,155,2,2,3,4
19905,15,18,52,1,1,10,7
10089,16,38,168,3,2,8,6
10201,16,37,140,4,7,5,6
10214,16,12,59,4,10,1,1
10327,16,45,123,5,3,10,2
10474,16,37,192,3,5,2,6
10619,16,35,92,2,8,2,4
10637,16,43,201,4,1,8,1
10640,16,44,81,2,3,8,3
10696,16,7,128,5,3,6,1
10810,16,50,136,3,6,8,6
10925,16,48,140,3,9,2,8
10936,16,25,70,4,2,5,9
10951,16,5,131,2,8,2,5
11084,16,50,180,1,1,1,2
11193,16,31,187,5,7,1,5
11214,16,26,87,1,9,9,7
11451,16,25,190,2,9,7,2
11726,16,25,151,1,3,2,1
11760,16,49,107,5,6,2,3
11880,16,41,188,3,3,9,9
11903,16,44,106,3,5,2,5
11937,16,49,134,5,4,2,4
12018,16,45,162,1,9,7,1
12098,16,42,117,4,2,8,5
12174,16,9,87,3,9,5,4
12188,16,20,68,1,3,10,4
12235,16,30,102,1,2,7,5
12340,16,45,104,3,10,9,1
12502,16,41,121,3,3,4,8
12873,16,40,213,5,3,8,5
13090,16,25,185,1,7,7,8
13094,16,25,70,1,3,1,6
13128,16,29,86,2,8,4,1
13191,16,37,128,3,1,2,1
13484,16,43,175,4,7,6,3
13492,16,25,83,1,1,6,3
13508,16,34,66,1,1,5,10
13648,16,32,130,1,6,3,1
13655,16,27,200,3,10,7,4
13685,16,46,135,2,10,10,9
13690,16,44,108,2,5,6,3
13779,16,39,99,1,2,3,8
13901,16,46,171,1,7,2,3
13925,16,20,156,3,7,2,9
14132,16,12,167,2,1,8,3
14322,16,16,78,4,6,4,3
14583,16,8,70,4,10,1,2
14943,16,19,163,3,5,3,9
15234,16,37,199,5,3,9,8
15519,16,41,200,1,8,2,1
15797,16,25,166,5,9,1,7
15818,16,8,167,2,4,2,8
15887,16,25,151,5,3,10,9
15921,16,48,171,1,4,2,6
15967,16,36,90,5,1,9,1
16014,16,48,75,4,6,4,7
16067,16,45,123,2,8,6,8
16089,16,29,149,4,9,2,10
16184,16,30,166,3,2,10,8
16445,16,19,215,5,4,1,4
16491,16,17,133,5,7,3,8
16693,16,35,193,3,10,7,3
16925,16,26,201,2,2,6,5
16972,16,10,207,4,2,4,4
17029,16,32,115,3,7,7,6
17360,16,9,185,3,9,4,3
17385,16,31,155,4,4,7,10
17493,16,13,144,5,10,6,9
17696,16,17,52,4,10,9,8
17711,16,29,184,5,6,8,2
17825,16,41,169,1,8,7,3
17868,16,49,163,2,3,1,6
17903,16,5,146,4,7,10,8
17941,16,33,97,1,4,1,3
18144,16,43,183,1,6,4,2
18222,16,11,187,2,4,4,9
18230,16,47,211,5,6,7,4
18248,16,41,137,2,2,10,10
18279,16,12,209,5,6,2,1
18815,16,28,115,3,5,7,2
18823,16,26,79,2,4,2,10
18939,16,48,194,1,3,1,3
19046,16,8,193,3,1,1,6
19099,16,36,185,4,4,7,6
19162,16,37,214,1,3,4,6
19194,16,46,107,1,3,7,5
19320,16,8,156,2,2,2,9
19393,16,14,165,1,9,7,3
19460,16,17,87,2,9,9,10
10008,17,5,73,2,4,5,10
10359,17,48,146,2,2,5,1
10381,17,46,163,3,1,6,10
10443,17,40,91,2,9,7,10
10713,17,30,115,5,7,8,5
10780,17,44,115,4,7,9,1
10906,17,14,133,1,8,7,4
10932,17,14,132,3,1,5,9
11101,17,12,187,1,7,2,2
11417,17,12,204,3,8,8,10
11434,17,16,123,5,8,8,5
11489,17,42,176,3,2,5,8
11539,17,14,90,1,3,6,1
11638,17,12,125,5,3,5,6
11792,17,42,117,5,10,5,8
11938,17,23,53,2,1,6,10
11939,17,47,111,4,3,3,4
11964,17,12,66,1,6,5,7
11970,17,37,70,3,8,4,3
12028,17,32,186,1,9,5,4
12043,17,9,174,4,2,6,8
12060,17,23,51,4,1,1,9
12160,17,33,127,4,5,5,2
12321,17,44,117,5,5,4,8
12324,17,23,135,5,6,4,4
12328,17,24,212,1,1,5,8
12567,17,48,158,4,7,1,1
12822,17,35,183,4,8,6,10
12933,17,25,149,5,10,3,3
13066,17,32,175,4,3,1,1
13107,17,10,149,2,1,1,2
13143,17,32,115,4,9,6,1
13539,17,33,205,4,10,10,2
13557,17,34,111,1,9,10,7
13659,17,42,158,5,9,2,5
13857,17,12,143,5,8,8,2
13914,17,43,180,2,3,1,6
13990,17,9,88,2,8,2,1
14025,17,27,166,2,7,3,4
14045,17,5,209,1,9,8,9
14047,17,6,160,1,4,9,3
14065,17,45,85,5,7,1,4
14078,17,50,182,5,7,8,8
14197,17,22,137,4,7,9,4
14277,17,26,158,1,6,5,7
14363,17,21,136,5,7,5,2
14398,17,32,163,2,4,5,7
14501,17,31,140,2,4,9,8
14535,17,32,199,2,8,9,9
14537,17,49,122,5,6,7,1
14547,17,40,142,1,8,6,7
14625,17,46,175,1,3,10,4
14657,17,37,163,5,2,2,8
14681,17,35,109,1,5,5,4
14750,17,29,128,4,9,2,7
14837,17,12,82,2,2,4,7
14884,17,8,183,4,6,3,9
14894,17,29,170,3,3,2,4
15051,17,31,140,4,7,3,4
15175,17,16,50,3,7,7,7
15286,17,40,81,3,4,5,7
15411,17,36,109,5,3,7,7
15571,17,30,75,1,3,1,4
15640,17,46,180,2,8,10,9
15747,17,33,86,2,9,8,5
15751,17,17,168,4,3,8,6
15873,17,9,145,2,1,3,7
15898,17,7,44,5,10,4,9
16024,17,32,74,2,3,3,7
16044,17,34,119,3,5,8,8
16113,17,37,128,2,4,4,3
16176,17,34,79,2,7,8,6
16227,17,10,181,2,5,5,4
16228,17,17,153,4,6,6,5
16290,17,18,85,3,10,8,3
16323,17,9,87,2,10,8,3
16325,17,36,188,5,2,1,5
16364,17,20,204,1,2,2,4
16429,17,35,214,2,5,7,9
16436,17,19,140,2,4,9,1
16446,17,5,95,2,3,10,3
16518,17,6,205,1,6,9,1
16827,17,22,176,1,6,5,10
16987,17,33,61,1,7,6,4
17214,17,46,150,1,4,5,1
17289,17,42,97,2,7,2,1
17389,17,40,76,4,1,9,4
17397,17,45,156,4,7,3,8
17415,17,20,85,5,5,7,5
17429,17,35,104,3,8,4,6
17438,17,5,97,4,4,8,3
17565,17,29,85,2,6,7,4
17580,17,23,215,1,8,3,10
17754,17,40,100,4,4,1,7
17793,17,9,88,4,9,10,2
17997,17,16,213,3,9,4,4
18036,17,15,62,5,8,6,3
18427,17,27,204,5,6,1,6
18583,17,7,170,5,10,4,10
18608,17,36,144,1,9,3,10
18652,17,13,153,4,3,6,8
18933,17,6,162,2,3,9,10
18977,17,41,122,5,10,5,5
19056,17,43,92,4,6,4,6
19112,17,6,217,5,9,8,2
19190,17,10,130,4,5,3,8
19406,17,46,210,1,7,5,7
19637,17,47,158,5,9,5,2
19809,17,16,169,4,8,1,5
19829,17,7,45,5,8,5,1
19898,17,21,151,5,2,8,3
10357,18,31,148,4,8,2,1
10388,18,29,65,1,7,3,6
10466,18,18,216,3,6,2,1
10613,18,37,180,5,9,2,8
10628,18,31,91,4,10,9,7
10643,18,24,134,1,7,4,3
10762,18,42,108,2,3,8,10
10947,18,22,92,3,8,9,6
10994,18,42,148,5,10,7,3
11051,18,27,82,2,1,3,2
11100,18,9,41,4,9,7,6
11186,18,37,102,5,10,1,1
11221,18,6,134,5,9,4,10
11262,18,35,67,2,9,2,7
11333,18,9,121,5,6,9,8
11445,18,41,211,4,8,9,3
11679,18,10,61,2,2,6,7
11697,18,17,197,1,2,5,4
11849,18,48,82,2,5,3,9
11901,18,10,99,4,3,8,8
11955,18,14,205,5,9,7,9
11990,18,31,191,3,3,5,3
12025,18,24,53,3,6,7,6
12112,18,9,106,5,6,8,1
12329,18,23,98,3,4,7,4
12535,18,18,125,5,6,9,4
12763,18,38,214,2,9,10,4
12815,18,18,169,1,6,3,3
12831,18,15,69,4,10,8,6
12841,18,21,211,1,5,2,1
12928,18,34,119,3,3,2,5
13044,18,16,100,1,9,7,9
13377,18,50,127,3,2,6,4
13524,18,7,85,4,4,5,4
13526,18,35,202,4,7,9,1
13577,18,14,44,3,9,8,3
13587,18,6,67,1,8,10,10
13631,18,13,64,5,4,7,4
13679,18,46,155,2,6,2,2
13836,18,9,39,4,8,8,7
13882,18,14,130,2,1,3,10
13959,18,29,192,5,1,7,5
14053,18,21,89,2,9,7,4
14252,18,20,63,5,4,2,8
14474,18,32,125,3,4,7,4
14521,18,47,122,2,4,6,10
14663,18,30,161,2,4,8,8
14730,18,14,49,3,1,6,2
14893,18,23,172,3,2,10,8
14913,18,49,183,2,4,5,6
15046,18,43,104,4,8,9,10
15073,18,7,190,4,8,3,8
15076,18,29,77,5,5,4,5
15113,18,30,193,3,9,6,8
15120,18,38,71,4,9,6,4
15123,18,37,177,5,10,5,2
15442,18,10,84,2,6,10,4
15482,18,49,89,3,10,9,5
15500,18,28,161,2,2,5,1
15502,18,19,75,1,10,6,7
15561,18,31,78,5,8,5,4
15594,18,36,174,2,5,7,3
15606,18,24,66,5,1,5,7
15651,18,43,165,2,7,4,10
15767,18,41,148,3,10,5,9
15826,18,22,59,4,9,8,3
15939,18,16,183,5,8,6,6
16000,18,44,191,3,10,8,7
16041,18,36,118,4,8,5,1
16105,18,27,70,4,3,7,2
16193,18,44,134,4,3,9,10
16327,18,23,190,1,10,2,3
16472,18,24,160,3,1,5,4
16552,18,25,178,5,1,1,7
16632,18,32,65,3,4,9,9
16662,18,25,105,2,9,4,2
16730,18,35,98,1,6,8,6
16745,18,35,195,5,6,4,1
16747,18,47,168,3,8,9,4
16798,18,26,212,2,4,4,6
16822,18,44,81,3,2,7,5
16853,18,11,101,2,5,9,2
16895,18,36,212,1,2,5,3
16899,18,22,158,1,6,1,2
17185,18,39,216,2,1,3,6
17355,18,30,205,3,4,6,2
17558,18,39,157,1,4,3,8
17563,18,39,191,3,5,6,6
17725,18,8,138,5,10,6,7
17786,18,29,117,2,9,8,9
17798,18,29,151,4,1,4,7
17829,18,48,86,1,3,8,10
17884,18,20,214,3,4,8,10
17972,18,39,186,2,7,3,5
18004,18,41,138,3,3,5,1
18074,18,40,218,3,5,3,8
18151,18,45,93,1,5,6,5
18419,18,48,210,3,9,10,7
18500,18,21,198,5,10,8,1
18506,18,38,216,1,3,2,4
18567,18,24,134,2,1,10,10
18574,18,14,51,1,2,5,3
18828,18,19,93,2,6,10,9
19197,18,24,66,2,1,7,1
19410,18,12,145,5,7,5,9
19422,18,46,134,5,4,5,10
19668,18,10,213,2,1,9,10
19747,18,20,111,3,5,2,1
19775,18,26,96,3,8,3,10
19960,18,42,194,3,7,10,3
10003,19,13,101,4,1,8,3
10011,19,5,97,3,7,6,5
10038,19,7,90,3,3,2,3
10057,19,19,61,5,7,1,9
10153,19,12,125,5,4,6,2
10298,19,17,114,4,1,9,5
10694,19,49,187,1,3,3,8
10749,19,8,174,2,10,1,2
10783,19,46,183,2,5,5,3
10878,19,50,179,3,3,6,3
10911,19,28,129,2,3,9,6
10985,19,15,170,3,4,6,9
11197,19,22,166,2,10,9,6
11200,19,21,204,4,2,10,1
11240,19,18,72,5,10,9,2
11265,19,33,177,1,10,7,5
11297,19,25,205,3,5,5,10
11375,19,23,86,5,3,9,3
11397,19,14,180,1,5,9,5
11545,19,42,182,1,9,7,2
11631,19,31,118,2,4,6,2
11643,19,47,88,4,6,8,2
11948,19,35,154,2,8,3,9
12008,19,31,197,3,7,8,4
12030,19,22,75,2,10,4,7
12067,19,30,167,2,6,8,1
12215,19,45,78,4,8,5,6
12336,19,38,211,1,10,7,3
12486,19,25,119,4,9,9,7
12543,19,5,144,5,1,1,5
12557,19,33,185,3,6,4,7
12575,19,38,202,5,6,1,5
12789,19,36,198,5,10,7,1
13211,19,50,134,2,3,1,9
13394,19,48,182,1,9,1,9
13430,19,26,168,1,3,7,3
13500,19,26,190,5,9,2,9
13554,19,45,89,5,5,3,4
13623,19,34,178,5,9,8,10
13692,19,47,76,2,9,5,1
13704,19,42,169,1,1,5,4
13730,19,28,64,4,9,9,6
13860,19,48,219,1,3,3,6
13931,19,35,219,5,3,1,6
13968,19,44,216,4,9,9,8
14176,19,30,116,3,7,6,2
14301,19,19,183,3,6,5,10
14355,19,18,54,4,6,4,8
14404,19,14,189,4,3,9,10
14407,19,8,199,1,9,10,5
14551,19,29,153,1,10,5,4
14648,19,46,204,5,10,2,6
14763,19,11,98,1,9,5,7
14812,19,46,120,5,10,2,5
14877,19,40,104,2,5,4,10
15087,19,26,185,2,5,1,7
15192,19,20,50,1,8,4,10
15323,19,43,204,4,3,5,9
15514,19,6,93,1,2,8,7
15620,19,33,90,5,1,2,7
15633,19,38,173,5,5,1,10
15755,19,32,182,1,3,4,10
15768,19,43,130,4,7,6,8
15817,19,18,63,3,3,7,4
15883,19,40,204,2,1,7,8
15957,19,12,138,3,9,1,5
16065,19,40,73,5,6,10,8
16140,19,35,181,3,4,10,1
16202,19,41,144,5,5,10,8
16317,19,15,100,5,9,2,8
16901,19,49,175,1,3,7,9
17005,19,35,166,3,9,2,9
17340,19,26,119,2,3,10,8
17463,19,19,83,4,8,1,4
17470,19,14,208,3,2,1,8
17594,19,23,131,3,1,9,5
17602,19,7,91,3,2,9,3
17604,19,46,169,3,2,7,10
17671,19,33,114,2,3,6,9
17764,19,27,134,1,7,7,9
17872,19,34,111,1,3,9,5
18067,19,47,92,4,1,9,8
18085,19,50,120,3,9,3,8
18126,19,48,181,2,4,3,1
18273,19,33,135,5,7,10,4
18358,19,49,212,2,7,10,4
18648,19,16,85,3,8,2,9
18952,19,20,101,4,10,5,1
18964,19,27,106,1,7,1,1
19048,19,9,63,4,7,1,1
19265,19,15,186,5,3,4,7
19274,19,15,185,3,3,7,4
19295,19,34,149,2,10,4,10
19478,19,29,195,2,7,6,7
19484,19,20,140,4,3,3,1
19537,19,9,95,1,4,3,8
19689,19,39,213,1,1,1,7
19791,19,33,138,3,7,4,5
19815,19,25,82,3,6,3,9
19977,19,6,93,2,2,9,10
10149,20,19,73,1,1,8,3
10176,20,31,214,5,1,2,5
10227,20,11,163,3,10,6,9
10261,20,25,65,1,6,4,10
10537,20,29,150,2,10,7,10
10570,20,7,95,2,9,9,4
10598,20,13,202,2,8,7,8
10729,20,29,104,5,9,8,8
10800,20,14,185,1,4,3,7
10890,20,25,124,2,4,6,5
11014,20,35,120,2,10,3,3
11040,20,18,55,2,7,10,2
11055,20,30,151,5,10,2,9
11138,20,13,85,4,4,7,7
11314,20,28,195,4,10,10,1
11359,20,29,186,1,8,6,5
11363,20,20,79,3,8,5,6
11394,20,24,182,2,2,9,2
11551,20,8,152,5,1,3,8
11563,20,50,91,1,8,6,3
11651,20,43,213,5,2,10,2
11663,20,8,205,3,4,3,6
11778,20,47,181,5,4,1,5
11785,20,43,105,1,6,4,9
11829,20,9,114,2,3,6,5
11891,20,30,132,5,10,5,5
11924,20,24,206,5,9,1,9
11941,20,37,106,4,8,7,9
12128,20,7,171,4,8,10,6
12258,20,39,98,5,5,5,8
12346,20,19,75,4,3,10,6
12553,20,35,191,2,6,7,3
13136,20,29,196,5,3,10,6
13204,20,20,122,4,10,5,10
13238,20,49,193,1,4,8,10
13279,20,26,168,3,9,10,6
13473,20,42,142,3,9,1,5
13686,20,20,182,5,3,4,8
13717,20,50,115,2,8,5,9
13740,20,46,194,5,4,1,8
13796,20,28,199,4,4,6,9
13816,20,20,90,1,6,8,2
13852,20,9,55,1,5,7,3
13865,20,50,120,2,7,1,3
13995,20,10,85,5,2,4,7
14112,20,38,116,1,2,3,5
14126,20,36,211,1,2,3,9
14150,20,47,120,4,9,7,7
14213,20,14,120,4,8,7,4
14621,20,30,119,1,2,6,7
14644,20,12,141,5,2,2,2
14652,20,20,56,3,7,2,6
14720,20,23,210,2,3,8,5
14929,20,44,118,5,3,8,5
14985,20,39,176,5,3,8,9
15143,20,49,86,3,3,9,1
15376,20,20,112,1,3,2,9
15484,20,41,185,2,10,9,10
15511,20,26,218,3,1,3,5
15558,20,21,102,5,1,1,1
