task_id,arrival_time,execution_time,deadline,priority,resource_1,resource_2,resource_3
264,87,38,158,3,9,10,1
415,87,24,156,4,4,5,9
510,87,33,209,3,2,10,5
548,87,32,173,1,2,3,5
629,87,49,259,5,2,1,3
720,87,35,225,4,10,10,8
830,87,24,282,4,4,5,4
374,88,39,260,5,3,5,7
441,88,6,205,1,2,3,2
526,88,49,200,4,1,5,1
599,88,8,211,5,7,1,1
663,88,47,249,3,2,7,2
677,88,17,197,1,10,1,4
770,88,44,260,3,3,7,4
921,88,13,165,3,4,8,5
965,88,12,120,5,8,9,7
122,89,34,145,4,2,3,3
302,89,40,166,3,1,6,6
403,89,40,179,2,4,10,5
591,89,33,285,5,9,4,7
621,89,47,162,1,1,6,6
795,89,47,217,2,10,4,3
86,90,28,258,3,5,6,1
246,90,10,245,2,9,3,1
395,90,42,231,1,7,8,4
481,90,25,167,3,9,2,5
508,90,33,276,2,3,3,1
529,90,9,116,4,6,3,4
564,90,6,271,1,5,2,8
632,90,31,217,5,9,3,3
721,90,8,139,3,1,8,4
933,90,29,268,3,8,4,1
33,91,50,184,2,4,8,8
137,91,26,277,4,2,7,9
187,91,44,270,5,1,10,4
198,91,7,245,4,1,7,2
228,91,12,235,3,9,10,9
276,91,16,125,2,3,4,10
286,91,15,128,5,9,5,9
306,91,15,184,1,6,1,5
692,91,10,219,1,9,7,9
872,91,22,238,4,10,2,8
941,91,23,187,5,5,4,7
131,92,15,150,5,5,5,10
151,92,26,270,1,8,2,10
153,92,43,236,1,10,10,4
213,92,19,188,2,3,5,7
268,92,46,273,5,3,7,10
369,92,11,232,5,2,10,10
736,92,11,119,3,1,10,4
887,92,43,254,3,1,10,3
930,92,24,209,2,6,3,6
126,93,42,180,5,8,7,4
237,93,22,258,3,8,1,2
397,93,11,221,3,9,6,9
668,93,6,210,2,10,1,6
742,93,39,253,1,1,8,5
753,93,49,258,4,7,5,10
923,93,32,200,3,7,4,5
3,94,19,283,5,10,3,1
90,94,13,133,3,8,8,5
155,94,9,240,5,7,4,4
266,94,44,285,3,9,6,5
507,94,46,228,1,3,6,1
533,94,35,292,1,6,2,4
628,94,7,163,2,8,3,1
767,94,30,224,3,10,3,8
820,94,31,142,3,4,4,3
134,95,15,260,5,6,1,4
315,95,15,163,5,8,2,4
342,95,43,162,4,5,5,1
453,95,38,295,2,8,2,2
503,95,35,223,4,1,6,1
685,95,50,222,4,5,7,7
719,95,36,175,3,8,5,6
727,95,40,158,3,1,5,10
794,95,23,234,1,2,6,3
954,95,19,220,3,6,6,1
968,95,22,287,2,2,6,10
63,96,17,159,5,4,3,7
127,96,19,215,4,9,7,9
274,96,44,150,5,6,3,4
298,96,20,296,3,7,4,7
341,96,25,243,5,1,10,2
352,96,13,287,1,9,1,5
570,96,11,182,4,5,7,10
665,96,35,210,2,2,10,10
673,96,41,268,1,4,5,10
789,96,19,133,5,10,2,7
801,96,23,155,4,10,5,4
866,96,43,210,3,7,3,5
975,96,19,246,5,5,6,5
76,97,15,255,1,2,6,2
81,97,50,254,4,10,10,10
196,97,8,259,4,1,4,9
551,97,16,138,3,6,1,1
655,97,34,149,2,3,10,7
787,97,11,250,5,7,9,7
882,97,30,184,3,8,3,7
970,97,44,189,3,2,9,9
8,98,16,252,3,7,3,5
157,98,34,156,5,10,3,10
183,98,11,169,2,1,7,10
254,98,16,243,5,4,8,10
294,98,49,263,4,10,3,3
338,98,27,236,1,8,2,9
660,98,14,184,5,1,6,9
871,98,39,253,2,8,9,2
11,99,42,221,4,4,6,9
74,99,43,245,4,2,8,8
156,99,32,270,3,5,1,2
231,99,44,248,4,2,5,2
301,99,18,295,2,3,7,6
460,99,33,190,4,2,1,7
650,99,44,244,3,7,9,7
861,99,24,134,3,2,4,5
889,99,37,298,1,6,1,1
910,99,29,182,5,3,9,4
924,99,29,164,1,5,7,10
942,99,17,206,4,3,7,3
406,100,49,275,3,4,2,4
436,100,24,250,3,8,10,4
505,100,40,222,3,10,8,4
513,100,27,243,4,2,1,2
858,100,34,262,4,1,1,6
895,100,12,244,2,2,2,7
896,100,22,154,5,5,3,8
950,100,14,281,3,1,5,6
987,100,6,132,2,4,9,5
999,100,19,209,3,10,10,9
