task_id,arrival_time,execution_time,deadline,priority,resource_1,resource_2,resource_3
1586,20,48,112,5,9,2,8
1674,20,21,97,5,10,4,1
1705,20,20,158,3,3,4,1
1864,20,26,107,4,8,8,6
2208,20,22,220,2,6,1,3
2214,20,7,185,5,8,9,3
2453,20,38,138,1,8,6,4
2528,20,28,64,1,8,8,3
2577,20,7,146,1,2,9,9
2607,20,23,107,2,8,1,6
2611,20,47,124,2,5,8,8
2732,20,29,60,5,7,4,9
3060,20,42,197,1,5,3,2
3102,20,21,105,3,5,3,8
3203,20,40,155,3,6,1,4
3232,20,39,139,1,2,4,8
3374,20,37,73,4,7,5,3
3422,20,17,62,1,3,1,2
3551,20,12,205,4,3,10,7
3569,20,38,160,4,3,9,9
3576,20,50,83,2,4,6,4
3592,20,29,167,5,6,8,3
3714,20,19,65,3,4,5,5
3721,20,29,133,2,8,7,10
3722,20,8,129,4,2,5,6
3784,20,41,144,4,4,9,4
3827,20,25,183,4,8,3,1
3878,20,19,115,1,3,6,4
3943,20,39,167,4,7,8,5
4023,20,18,139,2,1,6,2
4063,20,15,173,4,1,10,8
4137,20,30,135,2,9,4,10
4420,20,45,175,5,7,3,5
4457,20,27,105,5,10,4,4
4596,20,17,117,3,4,8,6
4795,20,20,96,5,3,7,1
5117,20,25,186,3,4,3,8
5187,20,13,108,2,10,1,10
5238,20,49,154,5,5,10,6
5430,20,23,148,1,2,7,8
5601,20,28,171,4,10,6,7
5704,20,9,179,5,9,3,9
5825,20,22,175,2,6,4,2
5829,20,33,107,3,1,4,10
6027,20,26,56,1,4,3,5
6047,20,39,189,3,6,8,5
6135,20,35,210,2,1,3,9
6141,20,15,199,2,7,8,8
6311,20,16,171,4,3,7,7
6468,20,48,174,4,4,3,3
6573,20,43,219,3,5,6,6
6606,20,7,164,2,10,8,9
6692,20,24,160,5,9,4,10
6790,20,21,54,2,8,10,2
6907,20,31,67,1,10,1,10
6942,20,35,141,4,6,1,9
7208,20,22,173,1,7,3,5
7319,20,46,145,2,3,4,1
7325,20,24,150,1,6,10,8
7704,20,41,184,3,4,6,4
7759,20,17,201,4,8,9,3
7800,20,30,126,5,10,2,2
7815,20,49,172,3,7,9,9
8010,20,6,54,5,4,1,8
8133,20,20,60,5,6,2,9
8140,20,18,147,5,10,5,10
8813,20,28,75,2,8,5,7
8911,20,30,90,4,8,2,4
9033,20,40,118,2,1,4,2
9104,20,15,121,4,10,10,4
9165,20,9,56,4,5,3,6
9207,20,26,177,5,5,9,8
9318,20,31,160,3,1,4,9
9361,20,17,148,5,3,5,3
9565,20,35,125,5,7,3,5
9732,20,20,211,2,9,8,10
9774,20,42,195,1,1,8,5
9821,20,6,201,5,6,9,3
9859,20,7,50,2,5,3,1
28,21,48,163,2,3,8,5
30,21,35,172,5,3,5,5
79,21,17,65,1,3,6,3
119,21,7,59,1,3,2,3
171,21,17,49,5,9,4,9
178,21,43,211,5,2,10,3
257,21,32,89,1,9,5,2
284,21,6,189,3,4,3,4
350,21,33,81,4,10,9,3
361,21,35,130,2,6,1,4
518,21,24,182,4,4,9,9
637,21,9,93,1,7,4,9
657,21,24,66,1,7,6,2
815,21,22,145,3,9,9,4
900,21,12,85,1,1,4,6
1031,21,14,216,5,10,2,10
1089,21,10,189,5,3,7,1
1297,21,15,152,2,6,2,3
1357,21,29,61,2,2,3,1
1405,21,11,156,2,1,6,3
1569,21,15,149,3,6,2,5
1572,21,22,110,1,1,3,10
1578,21,49,117,1,6,1,10
1874,21,19,55,3,7,10,8
1927,21,47,202,2,4,10,10
2132,21,28,59,4,6,2,5
2171,21,24,158,1,8,1,8
2472,21,37,167,1,2,9,3
2493,21,34,195,1,3,10,10
2507,21,5,151,5,1,4,4
2643,21,48,186,1,4,7,7
2722,21,18,215,5,1,8,8
2880,21,14,80,5,9,4,2
2958,21,43,111,2,7,3,8
3052,21,11,184,5,7,1,10
3095,21,9,159,2,10,9,2
3108,21,20,111,3,9,3,9
3110,21,14,185,3,3,8,5
3163,21,12,209,2,10,3,7
3215,21,46,117,1,1,10,10
3218,21,41,106,3,8,6,8
3579,21,26,99,1,6,8,9
3732,21,48,219,3,6,9,10
3815,21,28,70,3,9,4,3
3865,21,20,87,4,6,6,1
3955,21,29,68,1,7,5,2
4082,21,48,197,5,7,6,5
4163,21,45,171,5,4,3,8
4329,21,40,125,2,5,6,7
4437,21,21,159,3,6,3,7
4558,21,38,85,5,7,6,8
4591,21,15,83,4,5,2,3
4692,21,26,196,3,4,8,3
4708,21,9,182,3,3,10,1
4723,21,46,153,1,9,2,3
5317,21,19,130,5,5,3,8
5376,21,7,59,2,2,7,5
5381,21,15,87,3,2,6,1
5564,21,41,94,5,10,7,4
5650,21,37,148,3,3,1,3
5658,21,5,108,2,7,2,6
5804,21,37,212,1,10,2,5
5956,21,26,176,2,1,10,10
5978,21,39,186,5,5,6,8
6094,21,26,63,1,10,1,6
6154,21,31,92,5,7,7,10
6313,21,33,141,4,8,1,10
6343,21,24,176,4,10,10,6
6767,21,18,107,3,4,3,1
6801,21,48,186,3,8,3,1
6938,21,21,218,3,1,2,5
6953,21,9,103,1,5,10,10
7017,21,21,64,1,9,5,1
7024,21,29,138,5,2,2,5
7146,21,42,172,2,6,10,2
7149,21,7,70,3,4,7,4
7454,21,50,147,1,9,10,6
7595,21,33,144,4,1,9,6
7614,21,35,77,5,1,1,3
7688,21,15,168,3,6,6,10
7789,21,10,145,3,8,7,2
8252,21,44,218,1,9,3,1
8260,21,39,213,4,3,9,5
8305,21,15,123,4,1,2,4
8366,21,28,148,5,1,1,2
8439,21,46,159,1,7,5,6
8626,21,29,131,4,8,9,5
8703,21,26,62,1,6,10,5
8814,21,43,183,2,6,5,10
9203,21,47,87,5,6,1,4
9364,21,20,141,3,10,5,5
9372,21,6,109,4,10,4,4
9422,21,26,212,2,1,10,10
9443,21,20,99,2,3,8,5
9450,21,10,63,1,9,5,2
9486,21,36,174,5,6,7,3
9546,21,14,215,2,5,7,8
9636,21,43,88,4,8,4,5
9651,21,23,185,3,10,5,6
9716,21,50,119,5,10,10,6
9784,21,15,49,2,6,5,8
9874,21,34,201,2,3,2,10
9980,21,17,186,5,4,8,3
150,22,39,143,1,1,10,1
592,22,40,79,2,10,8,6
618,22,8,217,3,7,8,7
631,22,43,197,5,3,7,2
744,22,10,164,3,2,1,2
983,22,22,115,4,2,3,7
1085,22,11,140,2,5,1,7
1234,22,18,199,3,5,5,7
1282,22,12,180,2,8,5,1
1329,22,16,153,4,6,8,10
1372,22,33,83,1,1,1,9
1452,22,44,98,2,10,5,7
1534,22,48,222,2,8,7,2
1647,22,27,129,1,10,6,6
1670,22,19,62,1,7,7,6
1699,22,23,127,4,2,3,7
1834,22,26,89,1,10,5,7
2073,22,35,186,5,4,7,6
2220,22,50,221,1,3,1,9
2352,22,27,163,1,5,3,9
2363,22,47,154,1,8,6,4
2378,22,7,164,5,7,2,6
2382,22,46,118,1,9,6,8
2403,22,28,190,5,10,3,3
2434,22,11,118,4,10,4,1
2511,22,46,121,1,2,3,3
2673,22,41,116,3,8,3,6
2757,22,41,120,3,7,5,5
3157,22,18,125,1,5,8,3
3216,22,12,114,3,2,6,7
3323,22,16,145,3,9,5,9
3448,22,48,191,1,6,8,5
3505,22,26,72,5,4,2,4
3529,22,29,127,2,1,6,4
3901,22,5,206,5,6,2,6
4194,22,16,155,1,4,2,3
4234,22,25,80,4,9,5,5
4482,22,6,43,1,6,2,1
4537,22,35,126,3,2,4,3
4661,22,44,199,3,9,4,2
4681,22,6,210,1,7,3,10
4833,22,30,167,4,1,2,1
5307,22,42,134,4,5,5,5
5356,22,26,73,5,3,1,3
5575,22,15,111,1,1,5,7
5659,22,25,152,2,7,1,4
5773,22,7,155,4,8,8,9
5843,22,24,71,4,8,9,7
5932,22,34,145,4,7,3,3
6134,22,35,137,2,2,10,10
6530,22,13,143,1,10,4,6
6556,22,25,86,1,5,2,7
6583,22,48,193,5,6,5,6
6833,22,11,191,2,6,1,10
6877,22,14,173,2,5,4,10
6927,22,23,121,5,8,4,4
7013,22,14,103,2,3,6,5
7271,22,28,66,1,8,5,3
7459,22,11,170,1,9,2,1
7517,22,36,216,1,7,2,6
7552,22,9,111,1,3,9,3
7604,22,14,75,4,2,3,1
7665,22,28,166,5,8,9,8
7710,22,10,129,4,3,5,5
7806,22,32,147,3,9,3,7
7843,22,23,196,3,10,8,5
7875,22,19,200,3,10,8,5
7926,22,21,76,5,4,6,10
7981,22,33,87,5,2,6,4
8002,22,47,179,1,4,8,5
8186,22,45,198,5,5,5,9
8312,22,32,156,3,7,6,6
8386,22,12,82,2,3,9,3
8438,22,10,137,3,9,7,5
8480,22,27,135,1,10,1,1
8576,22,39,195,2,1,9,3
8583,22,40,85,1,6,9,10
8586,22,11,126,5,5,5,1
8944,22,23,90,5,7,2,7
9058,22,18,195,4,7,5,8
9169,22,14,111,1,1,10,10
9441,22,16,152,2,3,9,8
9497,22,10,202,5,7,4,4
9514,22,21,63,4,6,5,3
9561,22,39,205,5,2,6,6
9589,22,18,192,4,3,2,8
9594,22,38,206,3,4,6,2
9678,22,40,193,3,10,2,7
9695,22,29,119,1,2,5,6
9893,22,33,161,4,2,8,3
9971,22,9,70,2,4,6,4
159,23,34,164,4,7,6,10
275,23,44,99,4,3,7,7
691,23,28,96,5,8,8,1
778,23,43,91,4,4,9,4
870,23,43,85,5,2,3,9
875,23,34,208,1,10,3,6
980,23,19,73,3,9,6,10
1086,23,49,101,3,2,6,10
1090,23,22,74,2,7,9,6
1175,23,45,139,1,5,3,4
1450,23,42,104,5,4,7,7
1466,23,35,177,4,3,9,2
1516,23,50,205,4,4,4,1
1748,23,10,122,1,10,1,2
1931,23,13,49,4,1,10,2
2175,23,11,52,2,6,5,3
2312,23,24,77,4,6,9,5
2450,23,13,173,2,1,3,6
2457,23,11,160,4,7,4,8
2527,23,46,86,4,10,10,3
2849,23,22,203,5,7,7,9
3013,23,37,125,1,9,6,6
3062,23,8,58,4,3,2,7
3133,23,40,176,2,4,5,3
3278,23,26,195,1,7,2,2
3347,23,11,49,2,10,7,1
3413,23,24,169,3,9,7,5
3607,23,40,107,2,9,9,1
3787,23,48,223,1,2,9,1
3812,23,6,175,1,4,5,10
3847,23,19,158,4,3,5,1
3883,23,5,204,5,5,2,7
3897,23,30,164,4,8,4,8
3979,23,17,120,1,10,10,7
4189,23,37,130,4,7,10,8
4202,23,30,139,5,6,4,5
4287,23,25,206,1,9,4,8
4384,23,6,106,3,4,3,2
4452,23,27,113,3,9,2,2
4483,23,39,98,1,8,1,10
4639,23,23,175,4,7,8,6
4679,23,26,99,3,6,1,6
4769,23,27,60,2,6,9,4
4822,23,39,72,5,10,2,10
4824,23,20,55,5,8,9,6
4994,23,42,95,4,5,8,1
5058,23,37,94,5,7,4,7
5111,23,8,80,2,5,5,10
5149,23,22,77,1,4,6,7
5192,23,21,172,3,5,8,9
5217,23,34,125,3,6,6,1
5315,23,17,95,4,2,4,5
5466,23,11,210,4,2,1,9
5534,23,29,164,1,5,7,2
5717,23,33,163,1,3,5,2
5797,23,41,135,2,6,2,3
5841,23,13,155,3,5,6,3
5850,23,24,118,5,8,8,6
5908,23,36,218,2,8,3,6
6007,23,16,179,3,3,2,6
6246,23,38,175,3,3,2,7
6743,23,28,210,1,7,1,10
6773,23,19,143,5,3,8,1
6866,23,9,92,2,1,9,4
7012,23,20,105,5,6,3,4
7313,23,20,199,4,5,1,5
7396,23,30,70,4,3,8,2
7707,23,34,222,4,6,1,2
7731,23,9,199,5,10,1,6
7797,23,38,76,5,10,1,3
7803,23,32,101,2,9,10,1
7927,23,32,76,2,2,8,6
8289,23,44,211,1,9,2,1
8677,23,31,124,5,7,9,1
8716,23,5,109,5,9,7,1
8842,23,36,162,2,5,4,9
8888,23,14,60,5,3,4,2
8952,23,29,171,3,6,2,2
8967,23,41,214,1,8,9,7
9035,23,19,206,2,7,9,6
9057,23,50,169,3,1,8,9
9172,23,41,193,3,5,10,3
9183,23,16,98,3,10,1,3
9366,23,7,132,3,9,7,10
9473,23,8,60,1,10,1,8
9532,23,41,76,3,10,8,8
9563,23,47,183,1,3,8,8
9915,23,43,156,2,3,9,2
9935,23,27,217,1,10,7,9
22,24,39,121,3,8,8,10
45,24,22,76,3,7,2,5
140,24,50,219,5,10,10,2
300,24,5,184,5,3,1,6
960,24,24,117,1,5,2,4
1213,24,19,66,1,4,7,7
1238,24,18,76,3,3,8,7
1257,24,14,135,4,1,3,3
1277,24,32,218,4,10,10,3
1353,24,11,182,2,4,9,8
1491,24,50,130,3,3,10,9
1587,24,40,157,4,5,6,2
1786,24,20,122,3,1,4,8
1812,24,26,213,1,6,1,6
1821,24,10,188,5,2,5,9
1988,24,26,160,4,5,4,6
2006,24,31,166,5,10,5,10
2114,24,36,128,5,10,8,3
2248,24,14,140,3,8,10,6
2273,24,43,111,5,1,3,5
2400,24,13,72,1,9,5,7
2616,24,15,128,2,8,3,5
2688,24,15,203,4,7,10,2
2965,24,26,209,1,6,8,9
3030,24,34,80,2,5,4,1
3200,24,38,144,5,3,9,1
3213,24,34,218,2,2,2,6
3326,24,12,221,1,7,6,2
3410,24,49,135,4,1,4,8
3437,24,14,99,5,10,9,1
3450,24,15,112,4,5,2,2
3512,24,18,113,3,8,2,3
3596,24,36,168,2,4,10,2
3854,24,34,149,1,3,4,2
3890,24,6,154,2,5,7,10
4102,24,47,109,1,4,2,1
4111,24,41,219,1,6,1,5
4201,24,35,136,5,8,3,4
4391,24,30,189,2,4,6,5
4494,24,21,156,2,6,1,6
4614,24,18,62,4,5,6,8
4875,24,8,159,4,2,9,5
5321,24,47,182,5,6,4,7
5347,24,48,134,2,7,2,6
5519,24,11,82,5,7,3,3
5523,24,22,145,3,9,7,8
5694,24,38,207,5,3,8,5
5907,24,8,186,1,4,1,9
5961,24,21,76,2,4,6,1
6115,24,33,102,4,6,2,1
6240,24,29,139,5,5,5,3
6268,24,28,94,5,8,7,3
6620,24,31,174,5,6,4,2
6644,24,38,112,5,6,4,4
6657,24,50,147,5,2,4,7
6723,24,27,180,3,5,6,5
6882,24,16,149,5,1,1,9
6997,24,40,219,4,6,6,10
7089,24,16,105,3,2,5,6
7164,24,36,152,5,8,1,1
7285,24,15,177,2,10,7,9
7377,24,35,146,2,7,2,5
7490,24,44,82,2,9,4,4
7611,24,30,149,2,9,8,7
7713,24,33,127,5,9,6,6
7825,24,23,142,3,7,5,4
7867,24,28,87,1,6,2,8
7949,24,15,82,5,8,7,3
8037,24,25,195,5,5,4,4
8127,24,16,218,3,5,8,2
8279,24,50,117,2,3,1,4
8322,24,14,93,5,1,5,7
8350,24,43,128,2,6,3,6
8373,24,17,166,1,8,5,3
8529,24,6,153,4,1,8,2
8643,24,21,109,5,8,5,5
8746,24,32,161,4,5,10,6
8942,24,10,171,2,10,4,4
8997,24,39,94,2,3,4,2
9022,24,46,180,3,10,8,5
9054,24,9,189,3,9,5,7
9180,24,21,166,5,5,10,4
9357,24,40,209,5,1,4,3
9390,24,25,77,5,3,2,5
9406,24,24,144,1,3,2,9
9417,24,13,206,3,9,9,5
9474,24,11,149,3,1,7,10
9503,24,28,63,5,3,9,7
9797,24,33,216,3,9,2,3
9826,24,11,60,2,5,5,4
9895,24,27,75,3,1,10,1
156,25,15,179,3,8,10,2
180,25,8,140,3,6,9,6
231,25,47,222,3,5,10,1
781,25,16,220,1,5,5,6
921,25,13,214,4,8,3,4
927,25,18,207,5,6,2,3
977,25,14,61,2,7,5,7
1027,25,49,108,3,3,4,6
1112,25,16,195,4,9,4,10
1142,25,28,174,5,4,10,3
1247,25,37,85,2,9,10,9
1248,25,30,118,2,6,2,3
1416,25,49,202,5,5,8,5
1423,25,25,152,1,10,4,9
1464,25,8,112,4,6,5,7
1529,25,39,173,4,4,7,2
1546,25,25,118,1,3,8,7
1639,25,44,137,1,4,10,10
1704,25,30,150,4,10,6,8
1823,25,14,173,3,4,2,4
1841,25,39,125,2,9,6,10
1899,25,22,117,4,7,2,2
1910,25,46,173,5,9,2,3
2045,25,18,76,3,9,3,6
2107,25,41,111,5,8,4,3
2323,25,34,173,1,7,9,4
2452,25,16,149,4,2,7,5
2512,25,30,217,5,4,4,10
2581,25,26,72,2,1,7,1
2586,25,46,171,1,4,8,6
2631,25,8,187,4,6,1,8
2684,25,28,159,3,2,5,3
2801,25,22,163,3,1,5,6
2843,25,19,152,1,6,9,8
3173,25,50,92,2,4,7,3
3407,25,37,210,1,1,2,7
3463,25,7,145,1,8,2,1
3540,25,48,139,2,2,5,6
3602,25,15,65,3,7,9,4
3603,25,43,166,2,7,7,2
3657,25,46,200,3,6,9,5
3668,25,14,177,3,2,1,8
4034,25,24,162,5,2,9,7
4184,25,21,95,4,6,2,5
4208,25,44,168,1,6,1,1
4227,25,11,160,3,6,3,10
4257,25,43,170,3,9,10,2
4358,25,45,131,3,1,7,10
4368,25,39,177,3,4,3,4
4400,25,36,175,4,7,9,3
4459,25,15,143,3,10,10,4
4497,25,14,146,4,7,7,10
4579,25,45,147,4,6,2,3
4722,25,14,140,3,6,4,3
4953,25,40,217,3,7,7,4
5063,25,45,133,4,2,3,7
5220,25,9,110,4,6,6,1
5313,25,43,179,1,3,8,9
5424,25,5,191,1,5,5,6
5548,25,20,222,1,8,6,9
5838,25,16,189,2,4,2,2
5964,25,37,225,3,4,2,3
6016,25,25,213,4,3,4,4
6061,25,37,175,5,4,1,5
6288,25,27,63,4,1,2,3
6391,25,46,138,3,1,10,10
6514,25,34,221,3,10,6,9
6671,25,11,93,1,2,5,3
6680,25,39,162,1,8,9,8
6720,25,28,192,4,7,5,9
6933,25,22,90,4,10,7,8
6949,25,13,116,4,6,10,6
6956,25,28,164,3,5,6,6
7004,25,42,160,3,7,7,1
7029,25,16,112,2,5,8,7
7211,25,24,162,2,3,1,5
7314,25,11,201,5,8,8,10
7395,25,29,78,5,3,10,2
7409,25,23,118,2,3,3,1
7698,25,50,95,5,9,2,3
7817,25,12,177,3,10,9,2
7893,25,6,69,2,2,5,5
8855,25,45,173,1,6,10,4
8962,25,42,138,5,10,9,7
9012,25,25,98,1,2,1,7
9042,25,37,194,3,6,10,2
9076,25,44,106,4,4,1,8
9115,25,12,148,2,5,10,10
9119,25,29,222,2,8,2,9
9130,25,15,161,4,6,3,1
9151,25,32,184,1,10,10,9
9216,25,14,111,3,1,2,5
9380,25,43,124,4,4,5,7
9548,25,7,81,3,7,5,7
9623,25,45,103,2,9,8,2
9805,25,48,155,2,10,9,1
9852,25,46,187,3,8,6,9
9989,25,5,203,4,10,6,5
301,26,46,173,5,3,5,1
311,26,33,178,3,9,2,6
347,26,7,145,5,4,5,1
358,26,19,203,1,2,1,2
449,26,13,124,1,4,4,10
456,26,39,211,1,10,10,5
543,26,35,72,2,4,6,6
733,26,50,101,1,3,10,3
828,26,9,147,4,9,9,1
1073,26,26,147,1,5,3,1
1076,26,10,218,4,5,5,1
1158,26,9,152,5,3,3,2
1187,26,30,83,1,1,1,6
1250,26,27,192,4,2,7,4
1943,26,23,129,5,3,10,1
1950,26,21,219,4,6,8,5
2027,26,38,100,5,2,7,3
2055,26,9,199,3,2,2,8
2157,26,21,81,1,7,5,8
2256,26,47,187,3,7,1,9
2315,26,33,94,1,2,9,6
2397,26,28,194,1,4,5,8
2478,26,11,127,1,4,2,6
2533,26,23,150,1,6,2,5
2747,26,25,165,3,8,5,9
2913,26,5,49,3,6,6,2
2971,26,7,86,4,3,3,4
3182,26,7,71,4,1,7,3
3208,26,5,150,4,7,7,8
3309,26,29,156,5,5,5,2
3376,26,43,99,2,3,4,7
3447,26,30,119,2,1,6,1
3535,26,20,73,2,2,2,8
3616,26,18,122,4,7,8,8
3858,26,8,151,2,5,5,4
3902,26,9,101,2,8,7,2
3918,26,16,74,1,1,4,9
4037,26,18,84,2,10,9,10
4049,26,32,164,1,3,3,9
4757,26,38,132,1,7,6,8
4894,26,39,197,4,9,1,5
4925,26,22,184,3,5,3,6
4933,26,33,170,4,8,6,2
5103,26,14,224,3,9,5,3
5116,26,23,185,1,2,7,6
5225,26,39,136,2,1,6,6
5512,26,20,74,2,8,6,6
5514,26,31,137,5,5,9,9
5556,26,37,172,5,8,6,9
5559,26,22,211,5,1,5,4
5664,26,30,79,4,5,7,9
5752,26,15,221,3,3,9,6
5848,26,22,194,1,5,3,7
5910,26,30,116,3,4,10,10
5940,26,35,114,1,5,9,3
6042,26,19,129,5,1,7,10
6093,26,38,222,2,4,6,7
6118,26,27,151,2,3,3,5
6150,26,17,208,3,10,9,7
6208,26,24,203,5,3,4,4
6661,26,27,167,5,2,1,10
6675,26,41,181,4,3,1,7
6689,26,24,141,5,10,10,6
6752,26,29,79,1,1,4,3
6788,26,44,119,1,6,10,8
6926,26,46,88,2,9,8,9
7032,26,5,77,5,2,2,9
7310,26,15,164,4,10,7,2
7357,26,27,134,2,4,6,3
7497,26,35,187,1,7,6,7
7507,26,26,180,1,10,9,9
7514,26,10,207,2,9,6,5
7627,26,10,136,1,1,6,4
7989,26,41,223,1,8,1,2
8025,26,48,222,1,6,8,2
8146,26,45,125,5,3,5,2
8217,26,12,144,1,10,1,9
8296,26,32,220,1,9,2,2
8335,26,50,178,4,6,3,10
8663,26,22,196,4,6,6,3
8666,26,7,127,1,3,1,8
8736,26,33,207,5,7,5,1
8742,26,29,113,5,2,5,3
8843,26,23,131,2,2,8,5
8932,26,42,210,2,5,9,8
9088,26,42,198,4,5,7,1
9193,26,40,225,1,7,5,2
9255,26,10,161,3,9,3,3
9284,26,31,174,2,5,8,7
9293,26,5,213,1,1,5,6
9442,26,45,217,1,5,5,6
9673,26,40,83,2,1,9,2
9812,26,44,111,4,5,8,6
9866,26,34,96,4,10,10,4
9997,26,14,127,2,6,4,3
9998,26,50,174,5,2,9,10
57,27,42,114,4,7,3,2
189,27,28,184,4,5,1,1
210,27,32,213,4,8,9,9
289,27,21,141,4,1,3,8
348,27,47,189,5,7,7,8
351,27,21,78,2,1,8,3
352,27,6,95,1,10,1,5
400,27,10,153,5,3,3,5
491,27,16,177,3,8,6,9
528,27,23,80,3,8,3,6
605,27,20,175,5,2,9,7
1221,27,29,203,5,5,5,3
1289,27,20,124,2,10,9,8
1375,27,28,84,4,5,4,2
1560,27,29,209,4,2,10,9
1571,27,34,144,4,7,9,8
1794,27,41,146,5,3,7,5
1801,27,17,96,5,10,2,4
1995,27,8,224,4,10,8,3
2017,27,41,196,4,9,5,9
2022,27,17,213,4,6,9,9
2200,27,31,183,4,4,8,1
2383,27,50,145,3,10,1,6
2409,27,21,184,5,10,1,7
2446,27,43,85,4,1,6,10
2647,27,24,94,1,8,7,9
2798,27,50,123,5,6,7,6
2815,27,48,173,3,2,8,9
3227,27,24,226,1,3,3,7
3665,27,40,209,1,5,4,2
3689,27,10,176,2,8,6,4
3717,27,27,194,3,5,4,8
3923,27,32,115,3,2,2,7
3964,27,22,171,2,4,1,10
4052,27,22,215,2,7,9,10
4115,27,42,206,5,1,9,7
4128,27,27,136,2,4,1,4
4673,27,8,52,2,4,2,1
5097,27,21,104,3,3,2,5
5194,27,28,195,2,4,9,10
5348,27,38,223,3,10,3,5
5373,27,14,61,4,3,7,7
5396,27,10,145,4,4,9,2
5533,27,17,165,1,9,7,6
5614,27,15,65,1,3,6,10
5816,27,22,191,1,2,8,9
5951,27,30,183,4,4,6,6
6025,27,18,138,3,5,10,7
6169,27,40,147,5,6,8,9
6238,27,36,75,4,5,7,7
6247,27,37,85,1,8,5,10
6263,27,19,204,2,5,4,1
6318,27,43,128,4,10,2,10
6322,27,36,199,2,5,5,1
6438,27,46,191,1,10,3,4
6473,27,7,190,5,3,3,8
6486,27,31,208,3,3,7,1
6550,27,30,180,1,2,3,4
6608,27,38,201,4,3,5,2
6618,27,22,205,4,4,5,5
6636,27,15,128,3,9,6,7
6640,27,42,147,1,2,4,6
6684,27,50,110,3,9,1,10
6744,27,28,79,4,7,9,1
6873,27,8,63,2,6,10,4
6914,27,41,84,3,1,6,10
7038,27,38,201,5,2,6,8
7121,27,46,168,5,7,4,1
7155,27,20,142,4,7,8,1
7213,27,7,48,4,3,5,7
7235,27,24,202,4,3,8,2
7390,27,46,109,2,7,10,10
7412,27,6,117,5,1,10,3
7448,27,44,177,3,10,4,4
7558,27,45,136,2,5,6,3
7681,27,22,70,1,10,10,10
7689,27,16,180,2,10,9,3
7878,27,35,211,2,10,5,10
7916,27,38,103,1,9,1,6
7977,27,17,54,1,9,2,1
8054,27,30,140,4,1,7,1
8079,27,34,181,3,7,10,2
8109,27,5,99,3,5,4,10
8156,27,18,144,4,8,2,4
8283,27,38,126,2,7,3,10
8333,27,12,154,1,6,1,1
8399,27,37,152,4,8,1,3
8430,27,29,105,3,4,3,9
8456,27,14,204,1,9,10,9
8556,27,39,127,2,4,8,5
8579,27,45,126,3,9,1,6
8584,27,34,217,2,9,3,4
8656,27,41,225,2,8,7,10
8671,27,11,157,3,1,2,5
8755,27,21,136,5,7,5,10
8989,27,33,94,3,4,2,9
9099,27,6,133,4,6,5,8
9160,27,24,219,4,4,7,5
9170,27,46,105,3,9,3,1
9292,27,13,136,2,9,4,8
9367,27,15,58,2,4,1,1
9644,27,44,127,5,3,3,1
9704,27,25,106,5,9,1,8
9725,27,34,221,3,1,6,10
9807,27,35,226,3,6,3,7
9888,27,16,62,2,8,9,1
9906,27,38,181,3,10,6,8
1,28,47,168,4,9,8,1
15,28,10,158,3,4,2,9
138,28,14,89,2,10,9,3
314,28,35,144,1,9,4,2
355,28,32,217,4,9,2,5
558,28,50,217,1,3,2,10
632,28,32,151,3,1,9,5
715,28,11,155,1,3,4,9
820,28,22,143,2,2,2,8
858,28,17,126,4,5,4,6
1132,28,11,213,5,4,3,10
1154,28,44,121,5,8,2,8
1838,28,24,147,3,2,8,8
1905,28,19,74,3,6,4,2
2127,28,16,67,3,1,7,1
2152,28,10,59,1,9,10,4
2375,28,38,82,2,8,7,4
2671,28,19,143,3,10,6,3
2779,28,38,188,1,5,7,7
2982,28,49,179,2,10,6,4
3031,28,43,184,4,1,3,6
3032,28,30,109,3,4,6,10
3375,28,13,158,5,4,1,2
3456,28,38,97,1,8,3,5
3909,28,45,115,2,7,3,6
4015,28,46,180,4,8,5,10
4065,28,34,118,4,9,6,3
4439,28,47,218,3,4,5,2
4739,28,36,139,4,4,3,5
5137,28,14,200,2,9,6,5
5241,28,49,90,2,6,7,7
5263,28,19,87,3,3,8,5
5310,28,5,74,2,3,10,1
5393,28,44,219,1,4,10,10
5464,28,17,103,1,2,1,2
5691,28,31,115,1,5,2,10
5702,28,33,98,4,2,2,9
5715,28,14,218,1,9,8,6
5793,28,24,143,2,8,3,2
5856,28,31,140,5,2,5,6
6035,28,17,206,3,3,8,8
6108,28,21,162,4,3,4,6
6139,28,31,155,2,2,7,9
6162,28,45,169,5,1,6,8
6249,28,15,65,3,9,10,6
6352,28,41,112,5,4,10,10
6369,28,19,218,2,7,8,10
6533,28,10,201,1,1,10,10
6609,28,27,91,4,3,3,4
6614,28,39,208,3,10,1,4
6666,28,20,110,1,5,3,4
6830,28,42,193,2,4,1,10
6832,28,6,48,2,6,2,10
6843,28,9,164,3,5,2,6
6852,28,40,167,2,4,10,7
6871,28,16,204,2,6,5,3
6934,28,23,148,4,2,3,1
7009,28,34,178,1,7,9,3
7084,28,34,200,1,8,7,1
7291,28,12,55,5,4,7,10
7343,28,7,159,5,4,3,10
7360,28,12,207,3,1,3,3
7365,28,29,210,5,4,6,6
7408,28,36,140,2,3,10,2
7505,28,29,106,4,3,7,9
7513,28,28,206,2,7,10,2
7525,28,50,152,3,2,4,5
7659,28,13,158,2,7,2,2
7668,28,21,100,2,7,4,7
7787,28,46,192,1,6,7,4
7804,28,14,217,4,2,1,4
